"slug","legal_name","brand_name","primary_category","website","verification_status","reason"
"claritycare-ng","CLARITYCARE NG LTD","CASHKOLO","digital-lender","","officially-verified","official-website-and-logo-source-required"
"customercraft","CUSTOMERCRAFT LTD","CASHLINK","digital-lender","","officially-verified","official-website-and-logo-source-required"
"solidfin-technology","SOLIDFIN TECHNOLOGY LIMITED","CASHMART","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ubuntu","UBUNTU LIMITED","CASHMATE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"summit-lending","SUMMIT LENDING LTD","CASHNAIJA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"novalend","NOVALEND LIMITED","CASHNOVA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"credinova-microfinance","CREDINOVA MICROFINANCE LIMITED","CASHNOVA","digital-lender","","officially-verified","official-website-and-logo-source-required"
"cwh-success","CWH SUCCESS NIGERIA LIMITED","CASHOP","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ted-rocket","TED ROCKET LIMITED","CASHOWOMI","digital-lender","","officially-verified","official-website-and-logo-source-required"
"quark-financials","QUARK FINANCIALS NIGERIA LIMITED","CASHPADDIE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"flowood-lending","FLOWOOD LENDING LIMITED","CASHRUN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"jalisco-lending","JALISCO LENDING LIMITED","CASHWISE LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"cashxpress","CASHXPRESS NIGERIA LIMITED","CASHX","digital-lender","","officially-verified","official-website-and-logo-source-required"
"credit365","CREDIT365 NIGERIA LIMITED","CASHX INSTANT LOANS","digital-lender","","officially-verified","official-website-and-logo-source-required"
"catrisk-global-insurance-brokers","Catrisk Global Insurance Brokers Ltd","Catrisk Global Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"cbi-technologies","CBI Technologies Ltd","CBI Technologies","super-agent","","officially-verified","official-website-and-logo-source-required"
"cbo-insurance-brokers","CBO Insurance Brokers Ltd","CBO Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"cellulant","Cellulant Nigeria Limited","Cellulant","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"centerpoint-risk-insurance-brokers","Centerpoint Risk Insurance Brokers Ltd","Centerpoint Risk Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"centrelinks-insurance-brokers","Centrelinks Insurance Brokers Limited","Centrelinks Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"centric-gateway","Centric Gateway Limited","Centric Gateway","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"kenda-lending","KENDA LENDING LIMITED","CENTURY","digital-lender","","officially-verified","official-website-and-logo-source-required"
"ceviant-payments","Ceviant Payments Nigeria Limited","Ceviant Payments","payment-solution-service-provider","","officially-verified","official-website-and-logo-source-required"
"chams-mobile","Chams Mobile","Chams Mobile","mobile-money-operator","","officially-verified","official-website-and-logo-source-required"
"chamswitch","Chamswitch Limited","Chamswitch","switching-processing","","officially-verified","official-website-and-logo-source-required"
"charles-and-gerald-insurance-brokers","Charles & Gerald Insurance Brokers Ltd","Charles & Gerald Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"chase-microfinance-bank","CHASE MICROFINANCE BANK LTD","CHASE MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"cherem-insurance-brokers","Cherem Insurance Brokers Ltd","Cherem Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"chi-life-assurance","CHI LIFE ASSURANCE LTD","CHI LIFE ASSURANCE","insurer","","officially-verified","official-website-and-logo-source-required"
"chi-microinsurance","CHI Microinsurance Ltd","CHI Microinsurance","insurer","","officially-verified","official-website-and-logo-source-required"
"bluprimvertex","BLUPRIMVERTEX LIMITED","CHOPACREDIT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"chrisborough-solutions","CHRISBOROUGH SOLUTIONS LIMITED","CHRISBOROUGH SOLUTIONS","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"chrome-insurance-brokers","Chrome Insurance Brokers Ltd","Chrome Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"cicoserve-payments","Cicoserve Payments Limited","Cicoserve Payments","super-agent","","officially-verified","official-website-and-logo-source-required"
"circlefundme-digital-savings-and-loan-coop-society","CIRCLEFUNDME DIGITAL SAVINGS & LOAN COOP. SOCIETY LTD","CIRCLEFUNDME","digital-lender","","officially-verified","official-website-and-logo-source-required"
"cita-insurance-brokers","Cita Insurance Brokers Ltd","Cita Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"citiserve","Citiserve Limited","Citiserve","super-agent","","officially-verified","official-website-and-logo-source-required"
"city-covernant-insurance-brokers","City Covernant Insurance Brokers Ltd","City Covernant Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"city-risk-generational-insurance-brokers","City Risk Generational Insurance Brokers","City Risk Generational Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"creditclan-tech","CREDITCLAN TECH LIMITED","CLAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"clane-company-nig","Clane Company Nig. Ltd","Clane Company Nig.","super-agent","","officially-verified","official-website-and-logo-source-required"
"clear-vision-insurance-brokers","Clear Vision Insurance Brokers Ltd","Clear Vision Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"climax-insurance-brokers-l-t-d","Climax Insurance Brokers L.t.d","Climax Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"wrapped-cbdc","Wrapped CBDC Ltd","cNGN","crypto-vasp","","officially-verified","official-website-and-logo-source-required"
"colenson-insurance-brokers-l-t-d","Colenson Insurance Brokers L.t.d","Colenson Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"colony-capital","COLONY CAPITAL LIMITED","COLONY CAPITAL","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"colximate-insurance-brokers-l-t-d","Colximate Insurance Brokers L.t.d","Colximate Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"comet-trading","COMET TRADING LIMITED","COMET TRADING","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"ishowmesk-enterprises-llp","ISHOWMESK ENTERPRISES LLP","COMFORT LOAN","digital-lender","","officially-verified","official-website-and-logo-source-required"
"comin-insurance-brokers","COMIN INSURANCE BROKERS NIGERIA LIMITED","COMIN INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"competent-insurance-brokers","Competent Insurance Brokers Ltd","Competent Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"computer-warehouse-group","Computer Warehouse Group","Computer Warehouse Group","payment-terminal-service-provider","","officially-verified","official-website-and-logo-source-required"
"comstar-insurance-brokers","COMSTAR INSURANCE BROKERS LTD","COMSTAR INSURANCE BROKERS","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"connectpoint-technology-solutions","Connectpoint Technology Solutions Limited","Connectpoint Technology Solutions","super-agent","","officially-verified","official-website-and-logo-source-required"
"connex-insurance-brokers","Connex Insurance Brokers Ltd","Connex Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"continental-insurance-brokers-l-t-d","Continental Insurance Brokers L.t.d","Continental Insurance Brokers L.t.d","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"continental-reinsurance-company","Continental Reinsurance Company Plc","Continental Reinsurance Company","reinsurer","","officially-verified","official-website-and-logo-source-required"
"coopvest-digital","COOPVEST DIGITAL LIMITED","COOPMONI","digital-lender","","officially-verified","official-website-and-logo-source-required"
"coralpay-technology","Coralpay Technology Nigeria Limited","Coralpay Technology","switching-processing","","officially-verified","official-website-and-logo-source-required"
"corestepmicrofinance-banklimited","CORESTEPMICROFINANCE BANKLIMITED","COREBANK MOBILE","digital-lender","","officially-verified","official-website-and-logo-source-required"
"coronation-insurance","Coronation Insurance PLC","Coronation Insurance","insurer","","officially-verified","official-website-and-logo-source-required"
"coronation-life-assurance-corporation","Coronation Life Assurance Corporation","Coronation Life Assurance Corporation","insurer","","officially-verified","official-website-and-logo-source-required"
"cosmic-insurance-brokers","Cosmic Insurance Brokers Ltd","Cosmic Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"country-and-city-insurance-brokers","Country & City Insurance Brokers Ltd","Country & City Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"cowrie-integrated-systems","COWRIE INTEGRATED SYSTEMS LIMITED","COWRIE INTEGRATED SYSTEMS","remittance-imto","","officially-verified","official-website-and-logo-source-required"
"cowry-finance-company","COWRY FINANCE COMPANY LIMITED","COWRY WEALTH","digital-lender","","officially-verified","official-website-and-logo-source-required"
"rhythmtech-financials","RHYTHMTECH FINANCIALS LIMITED","CRAFT","digital-lender","","officially-verified","official-website-and-logo-source-required"
"creative-edge-global-insurance","Creative Edge Global Insurance Ltd","Creative Edge Global Insurance","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"credible-insurance-brokers","Credible Insurance Brokers Ltd","Credible Insurance Brokers","insurance-broker","","officially-verified","official-website-and-logo-source-required"
"credo-tech","CREDO TECH NIGERIA LIMITED","CREDIFY","digital-lender","","officially-verified","official-website-and-logo-source-required"
