"slug","legal_name","brand_name","aliases","primary_category","categories","country_code","nigeria_presence","regulators","licence_types","regulatory_status","verification_status","website","source_urls","source_types","source_retrieved_at","logo_slug","added_at","updated_at"
"verve-insurance-brokers-l-t-d","Verve Insurance Brokers L.t.d","Verve Insurance Brokers L.t.d","RBC-539","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"verve-international","Verve International","Verve International","","card-scheme","card-scheme","NG","nigerian-company","CBN","Card/payment scheme","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"vestrapay","Vestrapay Nigeria Limited","Vestrapay","Vestrapay Nigeria Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"vibe-insurance-brokers","Vibe Insurance Brokers Ltd","Vibe Insurance Brokers","RBC-989|Vibe Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"instawave-internet-technology","INSTAWAVE INTERNET TECHNOLOGY","VIBECREDIT","INSTAWAVE INTERNET TECHNOLOGY|SECUCASH|VIBECREDIT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"vibrant-insurance-brokers","Vibrant Insurance Brokers Ltd","Vibrant Insurance Brokers","RBC-111|Vibrant Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"victory-insurance-brokers-l-t-d","Victory Insurance Brokers L.t.d","Victory Insurance Brokers L.t.d","RBC-403","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"sipan-finance","SIPAN FINANCE NIGERIA LIMITED","VIDUS LOAN","EARLY LOAN|HOPE LOAN APP.|SIPAN FINANCE NIGERIA LIMITED|VIDUS LOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"viewpoint-insurance-brokers","VIEWPOINT INSURANCE BROKERS LTD","VIEWPOINT INSURANCE BROKERS","RBC-1147|VIEWPOINT INSURANCE BROKERS LTD","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"virtusso-marvellous-insurance-brokers-l-t-d","Virtusso (Marvellous) Insurance Brokers L.t.d","Virtusso (Marvellous) Insurance Brokers L.t.d","RBC-589","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"visa-international-service-association","Visa International Service Association","Visa International Service Association","","card-scheme","card-scheme","NG","nigerian-company","CBN","Card/payment scheme","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"vision-trust-insurance-brokers-l-t-d","Vision Trust Insurance Brokers L.t.d","Vision Trust Insurance Brokers L.t.d","RBC-499","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"visual-ict","Visual ICT Limited","Visual ICT","Visual ICT Limited","mobile-money-operator","mobile-money-operator","NG","nigerian-company","CBN","Mobile money operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"altracred-finance-investment","ALTRACRED FINANCE INVESTMENT LIMITED","VKASH","ALTRACRED FINANCE INVESTMENT LIMITED|SWIFTKASH|VKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"voguepay-web-solution","Voguepay Web Solution Limited","Voguepay Web Solution","Voguepay Web Solution Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"voyse-technologies-nigeria","VOYSE TECHNOLOGIES (NIGERIA) LIMITED","VOYSE TECHNOLOGIES (NIGERIA)","VOYSE TECHNOLOGIES (NIGERIA) LIMITED","remittance-imto","remittance-imto","NG","nigerian-company","CBN","International money transfer operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/InternationalMoneyTransferOperators.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"vtnetwork","VTNetwork Limited","VTNetwork","VTNetwork Limited","mobile-money-operator","mobile-money-operator","NG","nigerian-company","CBN","Mobile money operator","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"revent-global-finance","REVENT GLOBAL FINANCE LIMITED","VYBECASH","REVENT GLOBAL FINANCE LIMITED|VYBECASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"verizon-been-technology","VERIZON-BEEN TECHNOLOGY LIMITED","VZCREDIT","RITLEND|VERIZON-BEEN TECHNOLOGY LIMITED|VZCREDIT","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wahed","Wahed Ltd","Wahed","Wahed Ltd","robo-adviser","robo-adviser","NG","nigerian-company","SEC Nigeria","Robo Adviser","active","officially-verified","","https://sec.gov.ng/fintech-and-innovation-hub-finport/registered-fintech-operators/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"waltham-insurance-brokers","Waltham Insurance Brokers Ltd","Waltham Insurance Brokers","RBC-874|Waltham Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"nefertiti-assets-and-investment","NEFERTITI ASSETS & INVESTMENT LTD","WATU SIMU","NEFERTITI ASSETS & INVESTMENT LTD|WATU SIMU","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"waxed-mobile","Waxed Mobile Nigeria Ltd","Waxed Mobile","Waxed Mobile Nigeria Ltd","super-agent","payment-solution-service-provider|payment-terminal-service-provider|super-agent","NG","nigerian-company","CBN","PSSP|PTSP|Super-agent","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"waya-multilinks-technologies","Waya Multilinks Technologies Limited","Waya Multilinks Technologies","Waya Multilinks Technologies Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"creditwave-finance","CREDITWAVE FINANCE LIMITED","WEB PORTAL.","CREDITWAVE FINANCE LIMITED|WEB PORTAL.","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"webb-insurance-brokers","Webb Insurance Brokers Ltd","Webb Insurance Brokers","RBC-164|Webb Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wecare-insurance-brokers","Wecare Insurance Brokers Ltd","Wecare Insurance Brokers","RBC-800|Wecare Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"mino-sparks","MINO SPARKS LIMITED","WEKASH","MINO SPARKS LIMITED|WEKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wema-bank","Wema Bank Plc","Wema Bank","Wema Bank Plc","commercial-bank","commercial-bank","NG","nigerian-company","CBN","Commercial bank","active","officially-verified","","https://www.cbn.gov.ng/Out/2024/CCD/LIST%20OF%20DEPOSIT%20MONEY%20BANKS%20AS%20AT%2026TH%20APRIL%2C%202024%20%281%29.pdf","regulator","2026-07-13","","2026-07-13","2026-07-13"
"westfield-ins-brokers","WESTFIELD INS BROKERS LTD","WESTFIELD INS BROKERS","RBC-1083|WESTFIELD INS BROKERS LTD","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"whitesands-insurance-brokers-l-t-d","Whitesands Insurance Brokers L.t.d","Whitesands Insurance Brokers L.t.d","RBC-176","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wi-pay","Wi-Pay","Wi-Pay","","payment-terminal-service-provider","payment-terminal-service-provider","NG","nigerian-company","CBN","PTSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wib-insurance-brokers-l-t-d","WIB Insurance Brokers L.t.d","WIB Insurance Brokers L.t.d","RBC-261","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wigma-plus-insurance-brokers","Wigma Plus Insurance Brokers Ltd","Wigma Plus Insurance Brokers","RBC-963|Wigma Plus Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"willis-towers-watson","Willis Towers Watson Nigeria Ltd","Willis Towers Watson","RBC-758|Willis Towers Watson Nigeria Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"winford-insurance-brokers","Winford Insurance Brokers Ltd","Winford Insurance Brokers","RBC-1037|Winford Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wingtip-flow","Wingtip Flow Limited","Wingtip Flow","Wingtip Flow Limited","payment-solution-service-provider","payment-solution-service-provider","NG","nigerian-company","CBN","PSSP","active","officially-verified","","https://www.cbn.gov.ng/PaymentsSystem/PSPs.html","regulator","2026-07-13","","2026-07-13","2026-07-13"
"clem-fresh-co","CLEM FRESH CO. LTD","WINLOAN","CLEM FRESH CO. LTD|WINLOAN","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"winock-insurance-brokers","Winock Insurance Brokers Ltd","Winock Insurance Brokers","RBC-1149|Winock Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"wiseway-insurance-brokers","Wiseway Insurance Brokers Ltd","Wiseway Insurance Brokers","RBC-145|Wiseway Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"exquisite-showers","EXQUISITE SHOWERS LIMITED","WKASH","CAREMONEY|EXQUISITE SHOWERS LIMITED|FUNDINGCLUBS|HMONI|KASH LENDING|WKASH","digital-lender","digital-lender","NG","nigerian-company","FCCPC","Digital money lender approval","active","officially-verified","","https://fccpc.gov.ng/registration-of-digital-money-lenders/","regulator","2026-07-13","","2026-07-13","2026-07-13"
"woodland-insurance-brokers","Woodland Insurance Brokers Ltd","Woodland Insurance Brokers","RBC-270|Woodland Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"world-adequate-insurance-brokers","World Adequate Insurance Brokers Ltd","World Adequate Insurance Brokers","RBC-1198|World Adequate Insurance Brokers Ltd","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
"world-link-insurance-brokers-l-t-d","World Link Insurance Brokers L.t.d","World Link Insurance Brokers L.t.d","RBC-424","insurance-broker","insurance-broker","NG","nigerian-company","NAICOM","Insurance broker","active","officially-verified","","https://portal.naicom.gov.ng/Download/AllBrokers.xlsx","regulator","2026-07-13","","2026-07-13","2026-07-13"
